"CAS_number";"infocard";"STP_PNEC";"URL_Log";"min_STP_PNEC_mg/L";"max_STP_PNEC_mg/L";"STP_PNEC_flag"
"7576-16-1";"100.125.232";NA;NA;NA;NA;"Missing_PNEC"
"75768-65-9";"100.071.165";"10 mg/L (1)";NA;10;10;"N/A"
"75782-86-4";"100.071.166";"-";NA;NA;NA;"Missing_PNEC"
"75782-87-5";"100.108.660";"-";NA;NA;NA;"Missing_PNEC"
"7579-36-4";"100.101.114";NA;NA;NA;NA;"Missing_PNEC"
"7580-67-8";"100.028.623";NA;NA;NA;NA;"Missing_PNEC"
"7585-14-0";"100.100.961";NA;NA;NA;NA;"Missing_PNEC"
"7585-20-8";"100.028.630";NA;NA;NA;NA;"Missing_PNEC"
"7585-39-9";"100.028.631";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7585-41-3";"100.028.632";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"759-65-9";"100.010.974";NA;NA;NA;NA;"Missing_PNEC"
"759-94-4";"100.010.976";NA;NA;NA;NA;"Missing_PNEC"
"7597-60-6";"100.028.638";NA;NA;NA;NA;"Missing_PNEC"
"75980-60-8";"100.071.211";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76-02-8";"100.000.843";NA;NA;NA;NA;"Missing_PNEC"
"76-03-9";"100.000.844";"100 mg/L (1)";NA;100;100;"N/A"
"76-05-1";"100.000.846";"83.2 mg/L (1)";NA;83.2;83.2;"N/A"
"76-09-5";"100.000.849";NA;NA;NA;NA;"Missing_PNEC"
"76-12-0";"100.000.851";NA;NA;NA;NA;"Missing_PNEC"
"76-16-4";"100.000.855";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76-19-7";"100.000.857";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76-22-2";"100.000.860";"1 mg/L (1)";NA;1;1;"N/A"
"76-37-9";"100.000.869";NA;NA;NA;NA;"Missing_PNEC"
"76-39-1";"100.000.871";NA;NA;NA;NA;"Missing_PNEC"
"76-41-5";"100.000.873";NA;NA;NA;NA;"Missing_PNEC"
"76-42-6";"100.000.874";NA;NA;NA;NA;"Missing_PNEC"
"76-57-3";"100.000.882";NA;NA;NA;NA;"Missing_PNEC"
"76-58-4";"100.000.883";NA;NA;NA;NA;"Missing_PNEC"
"76-72-2";"100.000.893";NA;NA;NA;NA;"Missing_PNEC"
"76-74-4";"100.000.895";NA;NA;NA;NA;"Missing_PNEC"
"76-75-5";"100.000.896";NA;NA;NA;NA;"Missing_PNEC"
"76-83-5";"100.000.898";NA;NA;NA;NA;"Missing_PNEC"
"76-84-6";"100.000.899";NA;NA;NA;NA;"Missing_PNEC"
"76-89-1";"100.000.902";NA;NA;NA;NA;"Missing_PNEC"
"76-93-7";"100.000.904";NA;NA;NA;NA;"Missing_PNEC"
"76-99-3";"100.000.907";NA;NA;NA;NA;"Missing_PNEC"
"760-23-6";"100.010.981";NA;NA;NA;NA;"Missing_PNEC"
"760-67-8";"100.010.983";NA;NA;NA;NA;"Missing_PNEC"
"760-93-0";"100.010.986";"89.5 mg/L (1)";NA;89.5;89.5;"N/A"
"7601-54-9";"100.028.645";"50 mg/L (1)";NA;50;50;"N/A"
"7601-89-0";"100.028.647";"7 mg/L (1)";NA;7;7;"N/A"
"7601-90-3";"100.028.648";"8.2 mg/L (2)";NA;8.2;8.2;"N/A"
"760108-96-1";"100.122.713";NA;NA;NA;NA;"Missing_PNEC"
"76023-99-9";"100.246.598";NA;NA;NA;NA;"Missing_PNEC"
"76028-96-1";"100.120.664";NA;NA;NA;NA;"Missing_PNEC"
"7605-52-9";"100.148.975";NA;NA;NA;NA;"Missing_PNEC"
"761-21-7";"100.010.990";NA;NA;NA;NA;"Missing_PNEC"
"761-65-9";"100.010.991";"5 mg/L (1)";NA;5;5;"N/A"
"76109-32-5";"100.101.208";NA;NA;NA;NA;"Missing_PNEC"
"76114-73-3";"100.129.765";NA;NA;NA;NA;"Missing_PNEC"
"76134-77-5";"100.218.677";NA;NA;NA;NA;"Missing_PNEC"
"761441-54-7";"100.219.836";NA;NA;NA;NA;"Missing_PNEC"
"76145-91-0";"100.102.894";NA;NA;NA;NA;"Missing_PNEC"
"7616-94-6";"100.028.660";NA;NA;NA;NA;"Missing_PNEC"
"76186-07-7";"100.071.240";NA;NA;NA;NA;"Missing_PNEC"
"76199-85-4";"100.071.241";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"762-04-9";"100.010.992";NA;NA;NA;NA;"Missing_PNEC"
"762-12-9";"100.010.993";"10 mg/L (1)";NA;10;10;"N/A"
"762-16-3";"100.010.995";NA;NA;NA;NA;"Missing_PNEC"
"762-26-5";"100.010.997";NA;NA;NA;NA;"Missing_PNEC"
"762-42-5";"100.010.999";NA;NA;NA;NA;"Missing_PNEC"
"762-72-1";"100.011.003";NA;NA;NA;NA;"Missing_PNEC"
"7620-77-1";"100.028.669";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76205-19-1";"100.119.206";NA;NA;NA;NA;"Missing_PNEC"
"762240-92-6";"100.130.515";NA;NA;NA;NA;"Missing_PNEC"
"7623-09-8";"100.028.673";NA;NA;NA;NA;"Missing_PNEC"
"762300-77-6";"100.105.355";NA;NA;NA;NA;"Missing_PNEC"
"76272-34-9";"100.133.517";NA;NA;NA;NA;"Missing_PNEC"
"763-32-6";"100.011.009";"1.35 g/L (2)";NA;1350;1350;"N/A"
"763-69-9";"100.011.011";"50 mg/L (1)";NA;50;50;"N/A"
"7631-86-9";"100.028.678";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7631-90-5";"100.028.680";"10.71 mg/L (1)";NA;10.71;10.71;"N/A"
"7631-95-0";"100.028.683";"46.6 mg/L (1)";NA;46.6;46.6;"N/A"
"7631-99-4";"100.028.686";"18 mg/L (1)";NA;18;18;"N/A"
"76318-69-9";"100.107.630";NA;NA;NA;NA;"Missing_PNEC"
"7632-00-0";"100.028.687";"21 mg/L (1)";NA;21;21;"N/A"
"7632-10-2";"100.028.690";NA;NA;NA;NA;"Missing_PNEC"
"7632-51-1";"100.028.692";"1.4 mg/L (1)";NA;1.4;1.4;"N/A"
"76326-99-3";"100.238.548";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76359-37-0";"100.118.763";NA;NA;NA;NA;"Missing_PNEC"
"7637-07-2";"100.028.699";"10 mg/L (1)";NA;10;10;"N/A"
"764-47-6";"100.011.021";NA;NA;NA;NA;"Missing_PNEC"
"764-99-8";"100.011.030";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7643-08-5";"100.028.710";NA;NA;NA;NA;"Missing_PNEC"
"7646-67-5";"100.113.427";NA;NA;NA;NA;"Missing_PNEC"
"7646-69-7";"100.028.716";NA;NA;NA;NA;"Missing_PNEC"
"7646-78-8";"100.028.717";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7646-79-9";"100.028.718";"370 µg/L (1)";NA;0.37;0.37;"N/A"
"7646-85-7";"100.028.720";"100 - 208.4 µg/L (2)";NA;0.1;0.2084;"N/A"
"7646-93-7";"100.028.722";NA;NA;NA;NA;"Missing_PNEC"
"764659-72-5";"100.226.818";NA;NA;NA;NA;"Missing_PNEC"
"764667-65-4";"100.125.381";NA;NA;NA;NA;"Missing_PNEC"
"7647-01-0";"100.028.723";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7647-10-1";"100.028.724";"526 µg/L (1)";NA;0.526;0.526;"N/A"
"7647-14-5";"100.028.726";"500 mg/L (1)";NA;500;500;"N/A"
"7647-15-6";"100.028.727";"100 mg/L (1)";NA;100;100;"N/A"
"7647-17-8";"100.028.728";"100.3 mg/L (1)";NA;100.3;100.3;"N/A"
"7647-18-9";"100.028.729";"2.55 mg/L (1)";NA;2.55;2.55;"N/A"
"76497-39-7";"100.071.325";NA;NA;NA;NA;"Missing_PNEC"
"765-12-8";"100.100.441";"9 mg/L (1)";NA;9;9;"N/A"
"765-14-0";"100.011.037";"100 mg/L (1)";NA;100;100;"N/A"
"765-30-0";"100.011.038";NA;NA;NA;NA;"Missing_PNEC"
"765-43-5";"100.011.042";NA;NA;NA;NA;"Missing_PNEC"
"765-63-9";"100.148.973";NA;NA;NA;NA;"Missing_PNEC"
"765-69-5";"100.011.048";NA;NA;NA;NA;"Missing_PNEC"
"7650-88-6";"100.102.172";NA;NA;NA;NA;"Missing_PNEC"
"76508-02-6";"100.100.686";NA;NA;NA;NA;"Missing_PNEC"
"7651-02-7";"100.028.736";"10 mg/L (1)";NA;10;10;"N/A"
"7652-64-4";"100.028.743";NA;NA;NA;NA;"Missing_PNEC"
"76524-94-2";"100.149.003";NA;NA;NA;NA;"Missing_PNEC"
"76553-22-5";"100.114.392";NA;NA;NA;NA;"Missing_PNEC"
"76589-16-7";"100.250.542";NA;NA;NA;NA;"Missing_PNEC"
"7659-86-1";"100.028.752";"10 mg/L (1)";NA;10;10;"N/A"
"765910-82-5";"100.128.788";NA;NA;NA;NA;"Missing_PNEC"
"766-05-2";"100.011.052";NA;NA;NA;NA;"Missing_PNEC"
"766-09-6";"100.011.055";"9.96 mg/L (1)";NA;9.96;9.96;"N/A"
"766-36-9";"100.133.829";NA;NA;NA;NA;"Missing_PNEC"
"766-84-7";"100.011.065";NA;NA;NA;NA;"Missing_PNEC"
"76618-34-3";"100.103.818";NA;NA;NA;NA;"Missing_PNEC"
"76622-74-7";"100.071.346";"1 mg/L (1)";NA;1;1;"N/A"
"7664-38-2";"100.028.758";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7664-39-3";"100.028.759";"51 mg/L (1)";NA;51;51;"N/A"
"7664-41-7";"100.028.760";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7664-93-9";"100.028.763";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76646-91-8";"100.102.564";NA;NA;NA;NA;"Missing_PNEC"
"7665-72-7";"100.028.764";"100 mg/L (1)";NA;100;100;"N/A"
"76686-31-2";"100.117.331";NA;NA;NA;NA;"Missing_PNEC"
"7669-54-7";"100.028.768";NA;NA;NA;NA;"Missing_PNEC"
"767-00-0";"100.011.068";NA;NA;NA;NA;"Missing_PNEC"
"76703-62-3";"100.103.402";NA;NA;NA;NA;"Missing_PNEC"
"767340-03-4";"100.117.656";NA;NA;NA;NA;"Missing_PNEC"
"76746-95-7";"100.118.864";NA;NA;NA;NA;"Missing_PNEC"
"7677-24-9";"100.028.780";NA;NA;NA;NA;"Missing_PNEC"
"76784-40-2";"100.071.388";NA;NA;NA;NA;"Missing_PNEC"
"76784-42-4";"100.071.389";NA;NA;NA;NA;"Missing_PNEC"
"768-33-2";"100.011.084";NA;NA;NA;NA;"Missing_PNEC"
"768-35-4";"100.105.148";NA;NA;NA;NA;"Missing_PNEC"
"768-56-9";"100.100.751";NA;NA;NA;NA;"Missing_PNEC"
"768-66-1";"100.011.090";NA;NA;NA;NA;"Missing_PNEC"
"768-90-1";"100.011.091";NA;NA;NA;NA;"Missing_PNEC"
"768-94-5";"100.011.092";"3.2 mg/L (1)";NA;3.2;3.2;"N/A"
"7680-73-1";"100.028.781";NA;NA;NA;NA;"Missing_PNEC"
"76801-85-9";"100.120.134";NA;NA;NA;NA;"Missing_PNEC"
"76801-93-9";"100.105.082";NA;NA;NA;NA;"Missing_PNEC"
"7681-11-0";"100.028.782";"21.94 mg/L (1)";NA;21.94;21.94;"N/A"
"7681-38-1";"100.028.787";"800 mg/L (1)";NA;800;800;"N/A"
"7681-49-4";"100.028.789";"51 mg/L (1)";NA;51;51;"N/A"
"7681-52-9";"100.028.790";"4.69 mg/L (1)";NA;4.69;4.69;"N/A"
"7681-53-0";"100.028.791";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7681-55-2";"100.028.793";NA;NA;NA;NA;"Missing_PNEC"
"7681-57-4";"100.028.794";"75.4 mg/L (1)";NA;75.4;75.4;"N/A"
"7681-65-4";"100.028.795";"230 - 11 000 µg/L (2)";NA;0.23;11;"Bad_value_repaired"
"7681-82-5";"100.028.800";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76811-98-8";"100.120.861";NA;NA;NA;NA;"Missing_PNEC"
"76812-02-7";"100.126.139";NA;NA;NA;NA;"Missing_PNEC"
"7682-20-4";"100.104.973";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"76820-34-3";"100.111.642";NA;NA;NA;NA;"Missing_PNEC"
"76823-93-3";"100.100.542";NA;NA;NA;NA;"Missing_PNEC"
"76836-02-7";"100.071.400";NA;NA;NA;NA;"Missing_PNEC"
"76855-69-1";"100.100.948";NA;NA;NA;NA;"Missing_PNEC"
"76883-37-9";"100.246.520";NA;NA;NA;NA;"Missing_PNEC"
"7689-03-4";"100.103.951";NA;NA;NA;NA;"Missing_PNEC"
"769-78-8";"100.011.104";NA;NA;NA;NA;"Missing_PNEC"
"769-92-6";"100.011.105";NA;NA;NA;NA;"Missing_PNEC"
"769087-76-5";"100.101.981";NA;NA;NA;NA;"Missing_PNEC"
"7691-02-3";"100.028.820";"5 - 7.4 mg/L (2)";NA;5;7.4;"N/A"
"76918-62-2";"100.071.412";NA;NA;NA;NA;"Missing_PNEC"
"7693-46-1";"100.028.825";NA;NA;NA;NA;"Missing_PNEC"
"7693-82-5";"100.103.907";NA;NA;NA;NA;"Missing_PNEC"
"76932-17-7";"100.102.864";NA;NA;NA;NA;"Missing_PNEC"
"7695-91-2";"100.028.828";"100 mg/L (1)";NA;100;100;"N/A"
"76950-43-1";"100.220.930";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7697-37-2";"100.028.832";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7699-43-6";"100.028.835";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7699-45-8";"100.028.836";"52 µg/L (1)";NA;0.052;0.052;"N/A"
"76994-37-1";"100.071.421";"69 µg/L (1)";NA;0.069;0.069;"N/A"
"769953-18-6";"100.219.910";"3.2 mg/L (1)";NA;3.2;3.2;"N/A"
"77-08-7";"100.000.913";NA;NA;NA;NA;"Missing_PNEC"
"77-09-8";"100.000.914";NA;NA;NA;NA;"Missing_PNEC"
"77-11-2";"100.000.915";NA;NA;NA;NA;"Missing_PNEC"
"77-19-0";"100.000.919";NA;NA;NA;NA;"Missing_PNEC"
"77-25-8";"100.000.925";NA;NA;NA;NA;"Missing_PNEC"
"77-38-3";"100.115.538";NA;NA;NA;NA;"Missing_PNEC"
"77-47-4";"100.000.937";"10 mg/L (1)";NA;10;10;"N/A"
"77-48-5";"100.000.938";NA;NA;NA;NA;"Missing_PNEC"
"77-53-2";"100.000.942";NA;NA;NA;NA;"Missing_PNEC"
"77-54-3";"100.000.943";"3.3 µg/L (1)";NA;0.0033;0.0033;"N/A"
"77-58-7";"100.000.946";"100 mg/L (1)";NA;100;100;"N/A"
"77-62-3";"100.000.950";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"77-71-4";"100.000.957";"100 mg/L (1)";NA;100;100;"N/A"
"77-73-6";"100.000.958";"2.2 mg/L (1)";NA;2.2;2.2;"N/A"
"77-75-8";"100.000.960";NA;NA;NA;NA;"Missing_PNEC"
"77-76-9";"100.000.961";NA;NA;NA;NA;"Missing_PNEC"
"77-78-1";"100.000.963";"3.77 - 3.8 mg/L (3)";NA;3.77;3.8;"N/A"
"77-83-8";"100.000.966";"10 mg/L (1)";NA;10;10;"N/A"
"77-85-0";"100.000.968";"10 mg/L (1)";NA;10;10;"N/A"
"77-86-1";"100.000.969";"300 mg/L (1)";NA;300;300;"N/A"
"77-89-4";"100.000.970";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"77-90-7";"100.000.971";"2.2 - 100 000 µg/L (2)";NA;0.0022;100;"Bad_value_repaired"
"77-91-8";"100.000.972";NA;NA;NA;NA;"Missing_PNEC"
"77-92-9";"100.000.973";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"77-93-0";"100.000.974";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"77-94-1";"100.000.975";"10.3 mg/L (1)";NA;10.3;10.3;"N/A"
"77-95-2";"100.000.976";"-";NA;NA;NA;"Missing_PNEC"
"77-98-5";"100.000.977";"1.9 mg/L (1)";NA;1.9;1.9;"N/A"
"77-99-6";"100.000.978";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"770-05-8";"100.011.106";"10 mg/L (1)";NA;10;10;"N/A"
"770-12-7";"100.011.109";NA;NA;NA;NA;"Missing_PNEC"
"770-35-4";"100.011.111";"10 mg/L (1)";NA;10;10;"N/A"
"77017-20-0";"100.071.428";NA;NA;NA;NA;"Missing_PNEC"
"77037-40-2";"100.249.110";NA;NA;NA;NA;"Missing_PNEC"
"7704-34-9";"100.028.839";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7704-67-8";"100.028.840";NA;NA;NA;NA;"Missing_PNEC"
"7704-98-5";"100.028.843";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7704-99-6";"100.028.844";NA;NA;NA;NA;"Missing_PNEC"
"7705-07-9";"100.028.845";NA;NA;NA;NA;"Missing_PNEC"
"7705-08-0";"100.028.846";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"77061-58-6";"100.071.435";NA;NA;NA;NA;"Missing_PNEC"
"770722-36-6";"100.100.870";NA;NA;NA;NA;"Missing_PNEC"
"770722-46-8";"100.100.990";NA;NA;NA;NA;"Missing_PNEC"
"770734-37-7";"100.104.450";NA;NA;NA;NA;"Missing_PNEC"
"77087-34-4";"100.104.757";NA;NA;NA;NA;"Missing_PNEC"
"77098-07-8";"100.120.756";NA;NA;NA;NA;"Missing_PNEC"
"771-61-9";"100.011.123";NA;NA;NA;NA;"Missing_PNEC"
"77132-89-9";"100.110.205";NA;NA;NA;NA;"Missing_PNEC"
"77138-45-5";"100.105.749";"1.8 mg/L (1)";NA;1.8;1.8;"N/A"
"771478-66-1";"100.101.890";NA;NA;NA;NA;"Missing_PNEC"
"77168-63-9";"100.121.230";NA;NA;NA;NA;"Missing_PNEC"
"7718-54-9";"100.028.858";"330 µg/L (1)";NA;0.33;0.33;"N/A"
"7718-98-1";"100.028.859";NA;NA;NA;NA;"Missing_PNEC"
"77182-82-2";"100.071.466";"10 mg/L (1)";NA;10;10;"N/A"
"7719-09-7";"100.028.863";NA;NA;NA;NA;"Missing_PNEC"
"7719-12-2";"100.028.864";"-";NA;NA;NA;"Missing_PNEC"
"772-31-6";"100.011.134";NA;NA;NA;NA;"Missing_PNEC"
"7720-78-7";"100.028.867";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7721-01-9";"100.028.869";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"77214-82-5";"100.101.958";NA;NA;NA;NA;"Missing_PNEC"
"7722-64-7";"100.028.874";"1.64 mg/L (1)";NA;1.64;1.64;"N/A"
"7722-76-1";"100.028.877";"10 mg/L (1)";NA;10;10;"N/A"
"7722-84-1";"100.028.878";"4.66 mg/L (1)";NA;4.66;4.66;"N/A"
"7722-88-5";"100.028.880";"50 mg/L (1)";NA;50;50;"N/A"
"77227-99-7";"100.100.380";NA;NA;NA;NA;"Missing_PNEC"
"7726-95-6";"100.028.890";NA;NA;NA;NA;"Missing_PNEC"
"7727-18-6";"100.028.892";"1.4 mg/L (1)";NA;1.4;1.4;"N/A"
"7727-21-1";"100.028.893";"3.6 mg/L (1)";NA;3.6;3.6;"N/A"
"7727-43-7";"100.028.896";"62.2 mg/L (2)";NA;62.2;62.2;"N/A"
"7727-54-0";"100.028.897";"3.6 mg/L (1)";NA;3.6;3.6;"N/A"
"77317-55-6";"100.120.258";NA;NA;NA;NA;"Missing_PNEC"
"77326-36-4";"100.116.632";NA;NA;NA;NA;"Missing_PNEC"
"7733-02-0";"100.028.904";"100 µg/L (1)";NA;0.1;0.1;"N/A"
"77341-67-4";"100.102.534";NA;NA;NA;NA;"Missing_PNEC"
"77365-64-1";"100.071.501";NA;NA;NA;NA;"Missing_PNEC"
"77375-79-2";"100.100.985";NA;NA;NA;NA;"Missing_PNEC"
"773873-95-3";"100.131.354";NA;NA;NA;NA;"Missing_PNEC"
"77389-04-9";"100.100.528";NA;NA;NA;NA;"Missing_PNEC"
"774-55-0";"100.011.151";NA;NA;NA;NA;"Missing_PNEC"
"77402-03-0";"100.100.377";NA;NA;NA;NA;"Missing_PNEC"
"77402-05-2";"100.100.497";NA;NA;NA;NA;"Missing_PNEC"
"7745-91-7";"100.028.916";NA;NA;NA;NA;"Missing_PNEC"
"7745-93-9";"100.028.918";NA;NA;NA;NA;"Missing_PNEC"
"77469-62-6";"100.251.306";NA;NA;NA;NA;"Missing_PNEC"
"7747-35-5";"100.028.919";"1.66 mg/L (1)";NA;1.66;1.66;"N/A"
"77497-97-3";"100.100.851";NA;NA;NA;NA;"Missing_PNEC"
"77501-63-4";"100.111.278";NA;NA;NA;NA;"Missing_PNEC"
"7753-60-8";"100.028.920";NA;NA;NA;NA;"Missing_PNEC"
"775304-60-4";"100.273.327";NA;NA;NA;NA;"Missing_PNEC"
"77538-19-3";"100.071.540";"800 µg/L (1)";NA;0.8;0.8;"N/A"
"77542-06-4";"100.071.541";NA;NA;NA;NA;"Missing_PNEC"
"7756-94-7";"100.105.512";NA;NA;NA;NA;"Missing_PNEC"
"7756-96-9";"100.028.924";NA;NA;NA;NA;"Missing_PNEC"
"7757-79-1";"100.028.926";"18 mg/L (1)";NA;18;18;"N/A"
"7757-82-6";"100.028.928";"800 mg/L (1)";NA;800;800;"N/A"
"7757-83-7";"100.028.929";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7757-86-0";"100.028.930";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7757-87-1";"100.028.931";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7757-88-2";"100.028.932";NA;NA;NA;NA;"Missing_PNEC"
"7757-93-9";"100.028.933";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7758-01-2";"100.028.936";NA;NA;NA;NA;"Missing_PNEC"
"7758-02-3";"100.028.937";"100 mg/L (1)";NA;100;100;"N/A"
"7758-05-6";"100.028.938";"27.8 - 35.8 mg/L (2)";NA;27.8;35.8;"N/A"
"7758-09-0";"100.028.939";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7758-11-4";"100.028.940";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7758-16-9";"100.028.941";"50 mg/L (1)";NA;50;50;"N/A"
"7758-19-2";"100.028.942";"1 mg/L (1)";NA;1;1;"N/A"
"7758-23-8";"100.028.943";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7758-29-4";"100.028.944";"-";NA;NA;NA;"Missing_PNEC"
"7758-87-4";"100.028.946";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7758-88-5";"100.028.947";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7758-89-6";"100.028.948";"230 µg/L (1)";NA;0.23;0.23;"N/A"
"7758-94-3";"100.028.949";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7758-95-4";"100.028.950";"100 µg/L (2)";NA;0.1;0.1;"N/A"
"7758-98-7";"100.028.952";"230 µg/L (1)";NA;0.23;0.23;"N/A"
"7759-02-6";"100.028.955";"8.7 mg/L (1)";NA;8.7;8.7;"N/A"
"776-04-5";"100.132.521";NA;NA;NA;NA;"Missing_PNEC"
"776-74-9";"100.011.163";NA;NA;NA;NA;"Missing_PNEC"
"7761-88-8";"100.028.958";"25 µg/L (1)";NA;0.025;0.025;"N/A"
"77614-79-0";"100.246.763";NA;NA;NA;NA;"Missing_PNEC"
"776326-15-9";"100.101.622";NA;NA;NA;NA;"Missing_PNEC"
"77668-42-9";"100.071.568";NA;NA;NA;NA;"Missing_PNEC"
"7768-28-7";"100.028.967";NA;NA;NA;NA;"Missing_PNEC"
"77712-29-9";"100.113.483";NA;NA;NA;NA;"Missing_PNEC"
"7772-98-7";"100.028.970";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7772-99-8";"100.028.971";"1.06 ng/L (1)";NA;1.06e-06;1.06e-06;"N/A"
"7773-01-5";"100.028.972";"20.4 mg/L (1)";NA;20.4;20.4;"N/A"
"7773-03-7";"100.028.973";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7773-06-0";"100.028.974";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7774-74-5";"100.028.983";NA;NA;NA;NA;"Missing_PNEC"
"77743-24-9";"100.071.577";NA;NA;NA;NA;"Missing_PNEC"
"77745-66-5";"100.071.578";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7775-00-0";"100.028.987";NA;NA;NA;NA;"Missing_PNEC"
"7775-09-9";"100.028.989";"100 mg/L (3)";NA;100;100;"N/A"
"7775-11-3";"100.028.990";"210 µg/L (1)";NA;0.21;0.21;"N/A"
"7775-14-6";"100.028.991";"8.98 mg/L (1)";NA;8.98;8.98;"N/A"
"7775-19-1";"100.028.992";"10 mg/L (1)";NA;10;10;"N/A"
"7775-27-1";"100.028.993";"3.6 mg/L (1)";NA;3.6;3.6;"N/A"
"7778-18-9";"100.029.000";"100 mg/L (1)";NA;100;100;"N/A"
"7778-39-4";"100.029.001";"420 µg/L (1)";NA;0.42;0.42;"N/A"
"7778-44-1";"100.029.003";NA;NA;NA;NA;"Missing_PNEC"
"7778-50-9";"100.029.005";"210 µg/L (1)";NA;0.21;0.21;"N/A"
"7778-53-2";"100.029.006";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7778-54-3";"100.029.007";NA;NA;NA;NA;"Missing_PNEC"
"7778-74-7";"100.029.011";"3.835 mg/L (1)";NA;3.835;3.835;"N/A"
"7778-77-0";"100.029.012";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7778-80-5";"100.029.013";"10 mg/L (1)";NA;10;10;"N/A"
"7778-85-0";"100.100.625";NA;NA;NA;NA;"Missing_PNEC"
"777891-21-1";"100.101.575";NA;NA;NA;NA;"Missing_PNEC"
"7779-31-9";"100.029.024";"100 mg/L (1)";NA;100;100;"N/A"
"7779-88-6";"100.029.039";"100 - 289.7 µg/L (3)";NA;0.1;0.2897;"N/A"
"7779-90-0";"100.029.040";"100 - 590.5 µg/L (2)";NA;0.1;0.5905;"N/A"
"778-28-9";"100.011.177";NA;NA;NA;NA;"Missing_PNEC"
"778-94-9";"100.011.180";NA;NA;NA;NA;"Missing_PNEC"
"7780-63-4";"100.119.159";NA;NA;NA;NA;"Missing_PNEC"
"77804-81-0";"100.071.589";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7782-39-0";"100.029.047";NA;NA;NA;NA;"Missing_PNEC"
"7782-40-3";"100.029.048";NA;NA;NA;NA;"Missing_PNEC"
"7782-41-4";"100.029.049";"51 mg/L (1)";NA;51;51;"N/A"
"7782-42-5";"100.029.050";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7782-49-2";"100.029.052";"1.5 mg/L (2)";NA;1.5;1.5;"N/A"
"7782-50-5";"100.029.053";"30 µg/L (2)";NA;0.03;0.03;"N/A"
"7782-68-5";"100.029.056";NA;NA;NA;NA;"Missing_PNEC"
"7782-78-7";"100.029.058";NA;NA;NA;NA;"Missing_PNEC"
"7782-87-8";"100.029.061";"Inf";NA;Inf;Inf;"Hazard_unlikely/not_identified"
"7782-89-0";"100.029.062";"160 mg/L (1)";NA;160;160;"N/A"
